address,latitude,longitude,Subway_count,School_count,Park_count,Metro_count,Bus_count,Supermarket_count,Bank_count,Parking_count,Cinema_count,Mall_count,Restaurant_count,Gym_count,Boutique_count,Museum_count,Arts_count,Theatre_count
"56 Leonard St #17AE, New York, NY 10013",40.71775,-74.00627,111,7,3,23,75,19,49,5,4,0,317,0,0,7,0,1
"5622 4th Ave, Brooklyn, NY 11220",40.64287,-74.01681,17,4,0,4,51,3,5,0,0,0,39,0,0,0,3,0
"5907 4th Ave, Brooklyn, NY 11220",40.64106,-74.017746,16,4,0,4,64,6,8,0,1,0,44,0,0,0,2,0
"236 45th St, Brooklyn, NY 11220",40.65115,-74.01324,12,4,1,3,37,4,3,0,0,0,39,0,0,0,2,0
"740 54th St, Brooklyn, NY 11220",40.639404,-74.00738,14,3,0,4,66,12,9,0,0,0,65,0,0,0,0,0
"6322 5th Ave, Brooklyn, NY 11220",40.63748,-74.01859,17,4,0,4,73,7,6,0,1,0,62,0,0,0,1,0
"555 51st St, Brooklyn, NY 11220",40.64386,-74.00931,16,6,1,4,61,13,9,0,0,0,72,0,0,0,1,0
"257 60th St, Brooklyn, NY 11220",40.64279,-74.02113,14,4,0,3,49,2,2,0,0,0,26,0,0,0,2,0
"860 60th St, Brooklyn, NY 11220",40.63445,-74.00835,4,1,0,2,65,7,6,0,0,0,52,0,0,0,1,0
"6802 Ridge Blvd #3J, Brooklyn, NY 11220",40.637306,-74.02874,8,2,0,2,52,1,2,0,1,0,36,0,0,0,1,0
"463 52nd St   #463, Brooklyn, NY 11220",40.64453,-74.01194,15,6,1,3,59,11,8,0,0,0,61,0,0,0,2,0
"255 Senator St., Brooklyn, NY 11220",40.637627,-74.02634,12,2,0,3,62,2,2,0,1,0,39,0,0,0,1,0
"257 68th St, Brooklyn, NY 11220",40.637108,-74.02647,12,2,0,3,62,2,2,0,1,0,41,0,0,0,1,0
"353 61st St, Brooklyn, NY 11220",40.64095,-74.01969,15,4,0,4,55,4,3,0,1,0,37,0,0,0,2,0
"579 57th St   #11, Brooklyn, NY 11220",40.64009,-74.012344,13,4,0,3,72,9,9,0,0,0,58,0,0,0,1,0
"5222 9th Ave, Brooklyn, NY 11220",40.638348,-74.00341,12,4,1,4,59,10,7,0,0,0,47,0,0,0,0,0
"34 Bay Ridge Ave #1C, Brooklyn, NY 11220",40.638214,-74.0348,0,0,0,0,29,0,0,0,0,0,21,0,0,0,0,0
"674 54th St, Brooklyn, NY 11220",40.64026,-74.00879,14,5,0,4,71,12,9,0,0,0,66,0,0,0,0,0
"5502 6th Ave  #10, Brooklyn, NY 11220",40.641026,-74.01134,17,5,0,4,65,12,9,0,0,0,59,0,0,0,0,0
"340 58th Street, Brooklyn, NY 11220",40.642483,-74.01852,15,4,0,3,51,3,2,0,0,0,31,0,0,0,2,0
"774 51st St #4A, Brooklyn, NY 11220",40.64061,-74.00484,16,4,1,4,62,12,9,0,0,0,60,0,0,0,0,0
"50 Bridge St #610, Brooklyn, NY 11201",40.703346,-73.98524,6,9,1,3,23,7,2,2,0,0,35,0,0,3,3,0
"135 Hawthorne St #4J, Brooklyn, NY 11225",40.657787,-73.955696,16,18,1,5,55,3,5,0,0,0,30,0,0,2,1,1
"66-36 Yellowstone Boulevard UNIT 21A, Flushing, NY 11375",40.728687,-73.84977,14,0,0,2,75,6,17,14,0,0,57,0,0,0,0,0
"3021 Avenue Z #1A, Brooklyn, NY 11235",40.590424,-73.93595,0,5,0,0,28,1,0,0,0,0,7,0,0,0,0,0
"50-22 40th Street UNIT 2F, Long Island City, NY 11104",40.737473,-73.92581,16,2,0,3,64,5,5,0,0,0,35,0,0,0,0,1
"11 West Street, Greenvale, NY 11548",40.814434,-73.628685,0,1,0,1,13,1,3,0,0,0,4,0,0,0,0,0
"245 Kissel Ave, Staten Island, NY 10310",40.638535,-74.104454,0,3,0,0,38,0,0,0,0,0,6,0,0,5,0,1
"1635 Lexington Ave #7D, New York, NY 10029",40.790516,-73.9472,17,17,2,5,83,14,6,2,0,0,75,0,0,2,2,0
"1635 Lexington Ave #3E, New York, NY 10029",40.790516,-73.9472,17,17,2,5,83,14,6,2,0,0,75,0,0,2,2,0
"1790 3rd Ave #601, New York, NY 10029",40.787514,-73.948044,14,17,2,4,82,15,8,3,0,0,118,0,0,2,2,0
"112 E  98th St #1E, New York, NY 10029",40.787563,-73.95105,22,16,2,5,78,16,10,3,1,0,109,0,0,2,2,0
"1399 Park Ave #6G, New York, NY 10029",40.791656,-73.944244,17,16,2,5,95,13,8,1,0,0,71,0,0,2,1,0
"1212 5th Ave #8A, New York, NY 10029",40.791405,-73.95282,17,15,1,7,75,13,6,3,0,0,64,0,0,2,2,0
"1212 5th Ave #16S, New York, NY 10029",40.791405,-73.95282,17,15,1,7,75,13,6,3,0,0,64,0,0,2,2,0
"1280 5th Ave #11B, New York, NY 10029",40.79629,-73.949036,19,15,0,6,92,12,11,0,0,0,74,0,0,1,1,0
"181 E  101st St   #201, New York, NY 10029",40.78875,-73.94958,14,18,2,4,80,14,8,2,0,0,102,0,0,2,2,0
"1212 5th Ave #8B, New York, NY 10029",40.791405,-73.95282,17,15,1,7,75,13,6,3,0,0,64,0,0,2,2,0
"1810 3rd Ave  #A8A, New York, NY 10029",40.7882,-73.9476,14,17,2,4,81,15,8,2,0,0,111,0,0,2,2,0
"1280 5th Ave  #8BC, New York, NY 10029",40.79629,-73.949036,19,15,0,6,92,12,11,0,0,0,74,0,0,1,1,0
"305 E  108th St #2B, New York, NY 10029",40.79182,-73.940636,10,13,2,4,79,12,6,0,0,0,66,0,0,2,1,0
"2021 1st Ave  #2, New York, NY 10029",40.7886,-73.9413,14,12,2,4,69,12,5,2,0,0,67,0,0,1,1,0
"412 Saint Lawrence Avenue, Bronx, NY 10473",40.813187,-73.86269,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,1
"1240 Rosedale Avenue, Bronx, NY 10472",40.830574,-73.868645,9,8,5,4,60,5,5,0,0,0,20,0,0,0,0,0
"1964 Cross Bronx Expressway, Bronx, NY 10472",40.832024,-73.85806,6,4,7,3,59,5,2,0,0,0,21,0,0,0,0,0
"2752 Cruger Avenue, Bronx, NY 10467",40.867382,-73.86599,4,13,3,2,34,1,0,0,0,0,7,0,0,0,0,0
"1066 E 229th Street, Bronx, NY 10466",40.886982,-73.84825,0,1,2,0,45,1,1,0,0,0,0,0,0,0,0,0
"2244 Bronx Park E UNIT 6G, Bronx, NY 10467",40.858433,-73.87054,8,10,1,3,26,1,0,0,0,0,11,0,0,0,0,0
"3201 Grand Concourse UNIT 6-E, Bronx, NY 10468",40.876945,-73.886215,14,5,1,4,46,3,2,1,0,0,3,0,0,0,0,0
"1970 Crotona Avenue, Bronx, NY 10457",40.845665,-73.89037,4,9,5,2,74,1,0,1,0,0,9,0,0,0,0,0
"1186 Lakewood Place, Bronx, NY 10461",40.851585,-73.84967,2,2,1,2,40,2,2,0,0,0,7,0,0,0,0,1
"1900 Colden Avenue, Bronx, NY 10462",40.850266,-73.85777,5,8,2,3,39,2,2,0,0,0,6,0,0,0,0,0
"2580 Hollers Avenue, Bronx, NY 10475",40.88833,-73.8171,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0
"305 E  51st St   #10C, New York, NY 10022",40.7554,-73.9676,56,6,2,8,89,10,50,12,0,0,150,0,0,2,0,0
"3119 Bailey Avenue UNIT 5H, Bronx, NY 10463",40.878716,-73.902336,11,5,3,4,33,4,3,1,0,0,10,0,0,0,0,0
"1347 Intervale Avenue, Bronx, NY 10459",40.831352,-73.893364,16,6,4,4,82,4,2,2,0,0,2,0,0,0,0,0
"1700 Metropolitan Avenue UNIT 1H, Bronx, NY 10462",40.83861,-73.85652,5,4,4,3,59,4,2,0,0,0,12,0,0,0,0,0
"2855 Middletown Road, Bronx, NY 10461",40.84376,-73.83439,6,3,3,3,38,4,2,0,0,0,14,0,0,0,0,0
"4063 Laconia Avenue, Bronx, NY 10466",40.8867,-73.848015,0,1,2,0,44,1,0,0,0,0,0,0,0,0,0,0
"4701 Murdock Avenue, Bronx, NY 10466",40.90432,-73.8457,5,6,1,3,24,1,0,0,0,0,2,0,0,0,0,0
"4745 Grosvenor Avenue, Bronx, NY 10471",40.89748,-73.905136,1,6,5,0,9,2,1,3,0,0,0,0,0,0,0,2
"27-04 Parsons Blvd #1F, Flushing, NY 11354",40.7735,-73.8256,0,1,0,0,47,2,2,0,1,0,8,0,0,0,0,0
"133-27 39th Ave  #12Q, Flushing, NY 11354",40.7595,-73.8337,10,3,1,2,76,16,18,6,1,1,67,0,0,0,0,0
"25-49 123rd Street, Flushing, NY 11354",40.77522,-73.8451,0,0,0,0,25,2,0,0,1,0,4,0,0,0,0,0
"31-90 140th St   #3C, Flushing, NY 11354",40.7689,-73.8293,4,2,1,0,55,6,11,2,1,0,35,0,0,0,0,0
"133-36 37th Ave  #3K, Flushing, NY 11354",40.76005,-73.834,10,3,1,2,74,17,19,6,1,1,65,0,0,0,0,0
"133-36 37th Avenue UNIT 5L, Flushing, NY 11354",40.760277,-73.833916,10,3,1,2,75,16,19,6,1,1,65,0,0,0,0,0
"133-36 37th Ave  #2C, Flushing, NY 11354",40.76005,-73.834,10,3,1,2,74,17,19,6,1,1,65,0,0,0,0,0
"151-06 25th Ave, Flushing, NY 11354",40.77543,-73.81248,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"138-35 39th Avenue UNIT 10F, Flushing, NY 11354",40.76124,-73.82771,10,3,1,2,89,17,20,6,1,1,72,0,0,0,0,0
"26-21 Union Street UNIT 2F, Flushing, NY 11354",40.773453,-73.825584,0,1,0,0,46,2,2,0,1,0,8,0,0,0,0,0
"37-20 Prince Street UNIT PH-F, Flushing, NY 11354",40.760292,-73.83287,10,3,1,2,81,17,20,6,1,1,70,0,0,0,0,0
"131-01 40th Rd   #10-G, Flushing, NY 11354",40.7571,-73.8356,14,2,1,4,61,16,18,4,1,1,63,0,0,0,0,0
"5621 Netherland Ave  #E6, Bronx, NY 10471",40.9052,-73.9061,0,5,2,1,21,3,2,8,0,0,3,0,0,0,0,1
"3935 Blackstone Ave #1G, Bronx, NY 10471",40.89032,-73.91196,0,6,3,0,5,1,3,1,0,0,12,0,0,0,0,0
"4901 Henry Hudson Pkwy W  #9G, Bronx, NY 10471",40.896454,-73.90909,0,6,5,1,7,0,1,3,0,0,1,0,0,0,0,2
"381 Sumpter St   #3, Brooklyn, NY 11233",40.68139,-73.90982,21,2,3,10,69,3,0,1,0,0,16,0,0,0,0,1
"852 Hancock St, Brooklyn, NY 11233",40.685585,-73.921455,17,3,3,4,88,4,1,0,0,0,28,0,0,0,0,1
"1388 Eastern Pkwy, Brooklyn, NY 11233",40.668076,-73.92227,11,7,0,3,85,2,4,3,0,0,2,0,0,0,0,0
"674 Hancock St   #1A, Brooklyn, NY 11233",40.68477,-73.92853,16,4,3,4,93,5,1,0,0,0,33,0,0,0,0,0
"2099 Pacific St, Brooklyn, NY 11233",40.67613,-73.91758,13,2,3,3,90,3,2,3,0,0,10,0,0,0,0,1
"2078 Dean Street, Brooklyn, NY 11233",40.675,-73.918686,9,2,3,2,90,3,2,3,0,0,9,0,0,0,0,0
"271 Sumpter St, Brooklyn, NY 11233",40.680855,-73.91437,19,2,3,8,83,4,0,3,0,0,22,0,0,0,0,1
"1746 Bergen St, Brooklyn, NY 11233",40.674465,-73.92432,14,5,2,3,82,2,2,3,0,0,10,0,0,0,0,0
"238 Decatur St, Brooklyn, NY 11233",40.681183,-73.93374,9,0,2,2,72,5,3,0,0,0,29,0,0,0,0,1
"153 Chauncey St   #2B, Brooklyn, NY 11233",40.68067,-73.92916,10,0,2,3,82,2,0,0,0,0,30,0,0,0,0,0
"483 Marion St   #IHG9T5, Brooklyn, NY 11233",40.682083,-73.91215,20,2,3,9,80,3,0,0,0,0,21,0,0,0,0,1
"1903 Pacific St, Brooklyn, NY 11233",40.676575,-73.92586,11,3,3,3,83,2,2,3,0,0,17,0,0,0,0,0
"488 Chauncey St, Brooklyn, NY 11233",40.682114,-73.91252,20,2,3,9,82,3,0,0,0,0,20,0,0,0,0,1
"191 Rockaway Ave, Brooklyn, NY 11233",40.67595,-73.91069,19,2,5,10,78,2,2,3,0,0,5,0,0,0,0,1
"503 Macon St, Brooklyn, NY 11233",40.6834,-73.93147,12,3,2,3,83,4,0,0,0,0,28,0,0,0,0,0
"145 Chauncey Street, Brooklyn, NY 11233",40.68063,-73.92952,11,0,2,3,85,2,0,0,0,0,30,0,0,0,0,0
"886 Macon Street E, Brooklyn, NY 11233",40.68478,-73.91543,22,4,2,6,93,5,0,0,0,0,26,0,0,0,0,1
"175 Chauncey St, Brooklyn, NY 11233",40.680786,-73.9281,8,1,2,2,86,2,0,0,0,0,30,0,0,0,0,0
"2024 Bergen St, Brooklyn, NY 11233",40.673878,-73.91349,14,3,5,6,86,2,2,3,0,0,5,0,0,0,0,0
"1677 Sterling Pl   #1-6, Brooklyn, NY 11233",40.67128,-73.923134,11,7,1,3,86,2,4,3,0,0,5,0,0,0,0,0
"343 E  74th St #4L, New York, NY 10021",40.76977,-73.955734,23,16,0,4,98,14,32,4,0,0,178,0,1,1,0,2
"900 5th Ave #10C, New York, NY 10021",40.77181,-73.96707,35,12,0,6,76,6,20,3,0,0,113,0,1,3,0,0
"10 E  70th St #6A, New York, NY 10021",40.77049,-73.96702,42,12,0,8,85,8,27,3,0,0,122,0,0,3,0,0
"50 E  73rd St, New York, NY 10021",40.771935,-73.96428,23,15,0,4,74,10,24,4,0,0,150,0,1,3,0,1
"152 E  74th St, New York, NY 10021",40.771427,-73.96097,28,19,0,4,92,13,32,7,0,0,183,0,1,2,0,1
"352 E  69th St, New York, NY 10021",40.76606,-73.95837,35,11,1,7,104,16,31,6,0,0,148,0,0,3,0,1
"370 E  76th St #B1801, New York, NY 10021",40.770664,-73.95502,25,17,0,5,99,13,34,3,1,0,180,0,1,1,0,2
"315 E  69th St #2L, New York, NY 10021",40.766678,-73.95873,35,12,0,7,102,14,28,7,0,0,157,0,1,3,0,1
"400 E  51st St   #21AB, New York, NY 10022",40.7542,-73.9656,44,5,2,7,74,9,38,12,0,0,121,0,0,0,0,0
"721 5th Ave  #62C, New York, NY 10022",40.7623,-73.9739,118,10,0,15,107,8,66,12,2,0,235,0,0,2,1,10
"432 Park Ave #55A, New York, NY 10022",40.7615,-73.971794,94,11,0,12,109,11,58,11,2,0,216,0,0,2,1,4
"641 5th Ave  #48GH, New York, NY 10022",40.7592,-73.9761,139,7,0,20,120,11,83,17,2,0,296,0,0,4,1,14
"419 E  57th St #2E, New York, NY 10022",40.758194,-73.96192,37,10,2,6,86,10,27,6,0,0,109,0,0,2,0,1
"111 E  56th St   #303, New York, NY 10022",40.7608,-73.9703,85,11,1,12,110,12,49,11,2,0,204,0,0,2,0,3
"345 E  50th St   #3D, New York, NY 10022",40.7543,-73.9669,53,6,2,7,77,9,47,16,0,0,138,0,0,1,0,0
"209 E  56th St #2K, New York, NY 10022",40.759422,-73.967064,58,12,1,8,94,13,44,9,1,0,172,0,0,2,0,0
"425 E  58th St #38H, New York, NY 10022",40.758736,-73.960945,37,11,2,6,83,11,26,5,0,0,107,0,0,2,0,1
"111 E  56th St   #19, New York, NY 10022",40.7608,-73.9703,85,11,1,12,110,12,49,11,2,0,204,0,0,2,0,3
"245 Rumsey Road UNIT 4N, Yonkers, NY 10701",40.927444,-73.883835,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"8217 Northern Blvd, Flushing, NY 11372",40.7559,-73.88472,3,2,0,1,95,10,9,1,0,0,67,0,0,0,0,2
"79-01 35th Ave #3C, Jackson Heights, NY 11372",40.751656,-73.887184,19,4,0,6,91,17,8,2,0,0,94,0,0,0,0,3
"37-32 89th St   #7B, Jackson Heights, NY 11372",40.74945,-73.877914,16,1,0,4,75,17,7,3,0,0,89,0,0,0,0,2
"3715 92nd St, Flushing, NY 11372",40.750294,-73.87468,11,1,0,3,72,14,4,1,0,0,64,0,0,0,0,1
"33-47 91st St   #1K, Jackson Heights, NY 11372",40.755024,-73.87645,8,1,0,2,84,11,4,1,0,0,62,0,0,0,0,2
"83-10 35th Ave  #4L, Jackson Heights, NY 11372",40.7515,-73.8834,17,4,0,4,87,18,7,2,0,0,93,0,0,0,0,3
"81-15 35th Ave #6B, Queens, NY 11372",40.751884,-73.885025,15,4,0,4,89,18,7,2,0,0,92,0,0,0,0,3
"37-21 80 Street UNIT 4A, Jackson Heights, NY 11372",40.749104,-73.885956,24,4,0,7,82,19,8,3,0,0,100,0,0,0,0,3
"82-17 Northern Boulevard UNIT 1, Jackson Heights, NY 11372",40.7559,-73.88472,3,2,0,1,95,10,9,1,0,0,67,0,0,0,0,2
"33-39 80th St #1, Jackson Heights, NY 11372",40.754124,-73.88686,12,4,0,3,91,15,8,2,0,0,86,0,0,0,0,3
"33-17 72nd Street, Flushing, NY 11372",40.75403,-73.89428,13,4,0,4,80,11,7,0,0,0,63,0,0,0,0,2
"87-10 34th Avenue UNIT 2R, Jackson Heights, NY 11372",40.75398,-73.87987,6,1,0,2,73,12,6,2,0,0,70,0,0,0,0,2
"401 E  60th St #35B, New York, NY 10022",40.760338,-73.96104,42,10,2,8,100,12,32,4,0,0,116,0,0,2,0,1
"432 Park Ave #52C, New York, NY 10022",40.7615,-73.971794,94,11,0,12,109,11,58,11,2,0,216,0,0,2,1,4
"641 5th Ave  #42DE, New York, NY 10022",40.7592,-73.9761,139,7,0,20,120,11,83,17,2,0,296,0,0,4,1,14
"475 Park Ave #14B, New York, NY 10022",40.761925,-73.970055,82,16,1,11,111,13,46,11,2,0,187,0,0,2,0,3
"641 5th Ave  #37/38A, New York, NY 10022",40.7592,-73.9761,139,7,0,20,120,11,83,17,2,0,296,0,0,4,1,14
"510 Park Avenue UNIT 6A, New York, NY 10022",40.76351,-73.96989,76,16,0,11,108,12,42,8,2,0,171,0,0,2,1,3
"150 E  56th St #10A, New York, NY 10022",40.759705,-73.96892,66,11,1,9,102,12,48,9,2,0,194,0,0,2,0,0
"444 E  57th St, New York, NY 10022",40.757347,-73.96147,36,10,2,6,74,10,27,6,0,0,106,0,0,1,0,1
"67-02 64th Place, Ridgewood, NY 11385",40.706566,-73.89403,7,5,0,3,61,9,11,0,0,0,62,0,0,0,0,0
"2247 Harman St, Flushing, NY 11385",40.712585,-73.90634,2,7,0,1,82,6,3,0,0,0,53,0,0,0,2,0
"2 Saint Nicholas Ave  #97, Ridgewood, NY 11385",40.7015,-73.9111,24,23,0,7,100,12,7,1,0,0,132,0,0,0,3,0
"1657 Norman St   #76, Ridgewood, NY 11385",40.696472,-73.90204,15,13,0,6,85,11,8,0,0,0,99,0,0,0,3,1
"17-17 Madison Street, Ridgewood, NY 11385",40.701504,-73.907005,18,23,0,5,89,15,8,0,0,0,126,0,0,0,4,0
"1830 Madison Street, Ridgewood, NY 11385",40.702652,-73.90532,17,18,0,6,89,17,12,0,0,0,141,0,0,0,4,0
"1864 Linden St, Flushing, NY 11385",40.704906,-73.90777,17,19,0,5,96,16,10,1,0,0,139,0,0,0,2,0
"72-34 73rd St, Ridgewood, NY 11385",40.7031,-73.87689,0,1,0,0,25,1,2,2,1,0,10,0,0,0,0,0
"78-02 79th St Street, Ridgewood, NY 11385",40.70457,-73.87179,0,0,0,0,32,0,3,2,1,0,12,0,0,0,0,0
"2118 Rene Ct, Flushing, NY 11385",40.71251,-73.91049,0,8,0,0,76,3,2,0,0,0,36,0,0,1,2,0
"72-39 Myrtle Avenue, Ridgewood, NY 11385",40.70238,-73.876854,0,1,0,0,24,1,2,2,1,0,9,0,0,0,0,0
"7239 Myrtle Ave, Glendale, NY 11385",40.702484,-73.87691,0,1,0,0,24,1,2,2,1,0,9,0,0,0,0,0
"1864 Flushing Ave, Flushing, NY 11385",40.711758,-73.91935,14,4,0,2,56,1,1,1,0,0,30,0,0,1,2,2
"1861 Harman St, Flushing, NY 11385",40.707172,-73.91171,20,15,0,6,87,9,2,1,0,0,118,0,0,1,3,0
"6454 Madison St, Flushing, NY 11385",40.70793,-73.89311,7,4,0,3,50,8,8,0,0,0,57,0,0,0,0,0
"2114A Fulton St, Brooklyn, NY 11233",40.67813,-73.91258,20,2,4,10,86,3,1,3,0,0,11,0,0,0,0,1
"103 Hull St   #3FAM, Brooklyn, NY 11233",40.679497,-73.91328,21,2,4,10,85,3,0,3,0,0,19,0,0,0,0,1
"1979 Eastern Pkwy, Brooklyn, NY 11233",40.679596,-73.90647,18,2,5,9,63,2,0,1,0,0,6,0,0,0,0,1
"510 Halsey St, Brooklyn, NY 11233",40.68341,-73.933876,9,2,2,2,80,5,0,0,0,0,30,0,0,0,0,0
"280 Marion St, Brooklyn, NY 11233",40.6807,-73.91839,22,2,3,4,86,5,0,3,0,0,28,0,0,0,0,1
"222 Broadway #9A, New York, NY 10002",40.714584,-73.986916,17,13,5,5,68,21,27,1,1,2,278,0,0,3,2,6
"100 Norfolk St #3B, New York, NY 10002",40.71864,-73.98702,25,16,2,7,91,30,29,0,2,2,398,0,0,5,3,12
"222 Broadway #8A, New York, NY 10002",40.714584,-73.986916,17,13,5,5,68,21,27,1,1,2,278,0,0,3,2,6
"222 Broadway #7B, New York, NY 10002",40.714584,-73.986916,17,13,5,5,68,21,27,1,1,2,278,0,0,3,2,6
"150 Rivington St #4B, New York, NY 10002",40.719448,-73.98556,21,14,2,6,96,25,22,0,2,2,348,0,0,6,3,14
"252 South St   #50C, New York, NY 10002",40.7102,-73.9893,13,11,6,4,50,19,21,3,1,2,200,0,0,6,4,1
"202 Broome St   #C, New York, NY 10002",40.71722,-73.98711,21,17,3,6,81,28,31,1,2,2,349,0,0,5,3,8
"109-15 72nd Rd   #5B, Forest Hills, NY 11375",40.719345,-73.84389,9,2,0,3,59,6,16,13,1,0,58,0,0,0,0,0
"1489 Sterling Pl   #4B, Brooklyn, NY 11213",40.671642,-73.92907,13,5,0,3,75,3,3,2,0,0,5,0,0,0,0,0
"1337 Sterling Pl, Brooklyn, NY 11213",40.67192,-73.93429,12,4,0,3,65,1,2,0,0,0,9,0,0,0,0,0
"42 Albany Ave, Brooklyn, NY 11213",40.679436,-73.93863,13,3,2,4,71,6,4,0,0,0,35,0,0,0,0,1
"897 Empire Blvd #B6, Brooklyn, NY 11213",40.66379,-73.93235,8,11,0,2,56,2,3,0,0,0,2,0,0,0,0,0
"601 Surf Ave  #P13, Brooklyn, NY 11224",40.575916,-73.97455,13,2,0,4,47,1,5,1,0,0,21,0,0,0,0,0
"2930 W  5th St   #14, Brooklyn, NY 11224",40.578262,-73.973305,17,2,0,4,49,2,6,2,0,0,23,0,0,0,0,0
"2930 W  5th St   #14D, Brooklyn, NY 11224",40.578262,-73.973305,17,2,0,4,49,2,6,2,0,0,23,0,0,0,0,0
"2930 W  5th St   #14K, Brooklyn, NY 11224",40.578262,-73.973305,17,2,0,4,49,2,6,2,0,0,23,0,0,0,0,0
"2818 W  17th St #1B, Brooklyn, NY 11224",40.5784,-73.985435,7,0,0,3,35,0,1,1,0,0,13,0,0,0,0,0
"9 The Promenade, Glen Head, NY 11545",40.838512,-73.62481,0,3,0,1,6,0,1,0,0,0,1,0,0,0,0,0
"64 Coles Street, Glen Cove, NY 11542",40.86475,-73.6456,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"127 Berkshire Road, Rockville Centre, NY 11570",40.675896,-73.63384,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"97 Congress Street, Harrison, NY 10528",40.972576,-73.71865,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"38 Saxon Woods Road, Scarsdale, NY 10583",40.9859,-73.76182,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0
"1250 North Avenue UNIT 112, New Rochelle, NY 10804",40.944504,-73.796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211 Purchase Street UNIT A, Rye, NY 10580",40.989407,-73.68419,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"111-22 158th Street, Jamaica, NY 11433",40.68962,-73.79116,0,1,0,0,51,6,1,1,0,0,3,0,0,0,0,0
"104-20 164th Pl, Jamaica, NY 11433",40.699646,-73.7917,9,1,5,1,100,4,3,1,1,0,3,0,0,0,1,0
"10827 160th St #25B, Jamaica, NY 11433",40.69515,-73.79244,0,1,3,0,79,5,1,1,0,0,5,0,0,0,0,0
"10714 154th St, Jamaica, NY 11433",40.69483,-73.79906,14,1,0,4,92,5,0,1,1,0,8,0,0,0,0,0
"157 Howard Ave, Staten Island, NY 10301",40.626698,-74.08827,0,2,0,0,44,0,0,2,0,0,3,0,0,1,1,0
"122 Hamilton Ave, Staten Island, NY 10301",40.644466,-74.08191,1,0,0,1,55,0,1,0,0,0,17,0,0,1,0,0
"1326 Madison Ave #6461, New York, NY 10128",40.785793,-73.95538,21,13,1,5,69,11,15,5,1,0,121,0,0,1,1,0
"360 E  88th St #5D, New York, NY 10128",40.77814,-73.94895,20,21,0,4,74,16,22,7,1,0,190,0,1,1,2,1
"360 E  88th St #9D, New York, NY 10128",40.77814,-73.94895,20,21,0,4,74,16,22,7,1,0,190,0,1,1,2,1
"1185 Park Ave #5L, New York, NY 10128",40.784676,-73.95312,22,18,1,5,75,13,17,5,1,0,147,0,0,1,2,0
"354 Broome St   #3FG, New York, NY 10013",40.720097,-73.99489,65,15,2,17,94,29,44,3,5,2,494,0,0,11,2,12
"35 Hudson Yards #8803, New York, NY 10001",40.75472,-74.00253,24,2,1,3,48,8,11,6,1,0,95,0,0,1,4,12
"525 E  80th St #7A, New York, NY 10075",40.771637,-73.9483,10,6,0,3,73,12,19,3,1,0,169,0,1,0,1,1
"535 W  110th St #12A, New York, NY 10025",40.80398,-73.965546,21,8,1,6,73,12,14,2,0,0,97,0,0,0,0,2
"212 W  95th St   #3AC, New York, NY 10025",40.7934,-73.9716,25,13,4,6,77,15,17,8,1,0,122,0,0,0,1,0
"668 Chauncey St, Brooklyn, NY 11207",40.6836,-73.9087,17,3,2,9,65,3,0,1,0,0,19,0,0,0,0,1
"2830 Fulton St   #1, Brooklyn, NY 11207",40.678078,-73.89012,18,6,0,6,42,3,0,0,0,0,4,0,0,0,0,0
"815 Knickerbocker Ave  #6, Brooklyn, NY 11207",40.692577,-73.906906,11,11,1,4,65,11,2,0,0,0,66,0,0,0,3,1
"161 Jerome St, Brooklyn, NY 11207",40.67822,-73.88771,18,6,1,7,38,3,0,0,0,0,9,0,0,0,0,0
"1061 Hendrix St, Brooklyn, NY 11207",40.655716,-73.88066,0,2,1,0,21,1,0,0,0,0,2,0,0,0,0,1
"648 Barbey St, Brooklyn, NY 11207",40.666485,-73.8862,14,4,4,5,30,0,0,0,0,0,0,0,0,0,0,0
"591 Warwick St #5, Brooklyn, NY 11207",40.668884,-73.88444,14,4,3,5,37,0,0,0,0,0,1,0,0,0,0,0
"577 Sutter Avenue, Brooklyn, NY 11207",40.669205,-73.897644,21,2,6,10,32,1,0,0,0,0,0,0,0,0,0,0
"17 Pennsylvania Ave  #21, Brooklyn, NY 11207",40.67781,-73.89701,19,2,1,11,45,1,0,1,0,0,2,0,0,0,0,0
"660 Central Ave, Brooklyn, NY 11207",40.687855,-73.907684,16,6,1,5,55,4,0,1,0,0,27,0,0,0,2,2
"581 Snediker Avenue, Brooklyn, NY 11207",40.66058,-73.89848,9,4,4,6,24,3,0,0,0,0,0,0,0,0,0,0
"81 Moffat St, Brooklyn, NY 11207",40.685383,-73.908875,17,6,2,8,68,2,0,1,0,0,23,0,0,0,0,2
"220 Jerome St, Brooklyn, NY 11207",40.676575,-73.88785,19,6,0,7,42,3,0,0,0,0,8,0,0,0,0,0
